mass,test_statistic
125,7.95634591668204e-05
125,-2.448588566039689e-05
125,0.3189107982261703
125,2.0243059315048413
125,0.00012360943173916894
125,1.0279240714849038
125,2.4631187585296175
125,1.242086591446423e-05
125,2.3796544610377168e-05
125,0.08374401570608825
125,-9.303646720582037e-05
125,-0.00029748398173978785
125,-0.0003384033002475917
125,0.030300903271836432
125,0.23856387377963983
125,-3.155701506329933e-06
125,-2.196825971623184e-05
125,1.6951954290216236
125,2.5894079044519458e-05
125,0.13755975520280117
125,-2.2369009002431994e-05
125,-0.00025409612089788425
125,-3.762344931601547e-05
125,0.48185912895769434
125,-3.2630177884129807e-06
125,0.26595380916614886
125,0.7868505225719673
125,1.2372035002658777
125,-0.000552886405330355
125,3.6970542581711925
125,-0.00010284719246556051
125,0.5552766946912016
125,0.08670481818353437
125,-0.00019356944676474086
130,0.10930729058236466
130,0.009906784419854375
130,0.4921035910624596
130,0.3523539407833596
130,0.00024403381621596054
130,0.0012670675509980356
130,2.5015233404701576e-06
130,0.9803370561471638
130,-7.324169928324409e-07
130,0.08447091971174814
130,-0.00016601772540525417
130,-0.0008765137417867663
130,0.5627161707006962
130,0.00019056797691519023
130,0.3469500143842197
130,-2.066654087684583e-05
130,0.2302182594421538
130,-2.797891283989884e-06
130,6.785712412238354e-05
130,0.0003900056431120902
130,9.078876701096306e-06
130,-4.3065801946795546e-07
130,-0.0001241453342117893
130,0.8368328721148828
130,-4.801940576726338e-05
130,-6.74103180244856e-05
130,0.7260325718202694
130,0.0017819107456489292
130,0.05349766735935191
130,-0.0011967759887738794
130,0.07198519908206436
130,2.6854361955620334
130,2.31361118494533e-05
130,0.48980681367220313
130,0.5866070418837808
130,0.1728646613382807
130,-0.0005251023035270919
130,-8.639334373583551e-05
130,1.4092767859751802
130,-0.0007426320926242624
130,0.14295490476479245
130,-0.00022034131143300328
130,-0.00012790109667548677
130,1.0338922038499732e-06
130,-0.00038334372720782994
130,-0.0001805496726774436
130,0.6177663732355541
130,0.45189694087594034
130,-1.835181637943606e-05
130,-3.869212378049269e-06
130,0.03189164744935624
130,-1.7089500943257008e-05
130,0.004399747741445026
130,0.10589248768474135
130,0.42777682238147463
130,2.2319555682770442e-05
130,-1.745981990097789e-06
130,-0.0007123001269064844
130,-1.4442330211750232e-05
130,0.38900543520639985
130,-0.00047692920725239674
130,-1.2265904842934106e-06
130,1.7685250454514971
130,0.10633147363705575
130,2.8981776267755777e-06
130,0.8444858913471762
130,-0.00033110494678112445
130,-0.0006173317524371669
130,0.2605352802897869
130,-1.479681031923974e-06
130,-0.000665263282826345
130,2.6489274656869384
130,1.5575687900109187
130,-0.00018287417515239213
130,0.33815746664549806
130,-0.00041680551157696755
130,-0.0011133755169794313
130,0.06753770913701374
130,-0.00015030786244096817
130,-0.000428157430178544
130,0.10603752948918554
130,-0.00011602901986407232
130,-0.00032613925213809125
130,2.1588326490018517e-05
130,-4.27316172135761e-06
130,0.00020921496343362378
130,-4.688953595177736e-06
130,-0.00023109588846637052
130,-1.2178706583654275e-05
130,-1.365697198707494e-05
130,0.9366020984166425
130,2.3330403986387864
130,1.7139412869910302
130,1.2999379578104708e-05
130,-0.0008650232130094082
130,-4.192637197775184e-05
130,0.6311797262274013
130,-6.810136983403936e-05
130,0.5907167331320125
130,2.8594313334906474e-06
135,0.029096143074639258
135,0.30592005623202567
135,-3.665890608317568e-05
135,-0.0013923830015301064
135,-0.00010569188134468277
135,-0.0005118456629134016
135,-0.00020472251208047965
135,0.439815933027603
135,2.0409267868626557
135,2.3120708647184074e-05
135,0.371965565917435
135,-0.00012524011253844947
135,3.0628763097706724
135,0.7361801981223834
135,0.02319771733482412
135,-0.00031332669050243567
135,0.0004132705062147579
135,-1.6174126358237118e-06
135,-0.0003374006569174526
135,1.5666988258312813
135,-0.0005245325919531751
135,3.1735972257724825
135,1.373345247713587
135,0.6136896369634997
135,-0.00024045898226177087
135,-0.0016616366301605012
135,2.4227823259934667
135,3.764323308433177
135,-5.13811946802889e-05
135,0.059969080794417096
135,-0.00018310904761165148
135,-0.0019349272565705178
135,0.13009022949245264
135,-0.0002947963012047694
135,0.11927408280143936
135,-0.0002611269796943816
135,1.1625004390225513e-05
135,-0.0012168254497737507
135,0.17435024583619452
135,-5.6386873893643497e-05
135,0.60114662445676
135,0.0004197451648906281
135,-0.0001022519886646478
135,1.9602187842810963
135,4.313518140107135
135,0.28336820192225787
135,0.00014613599796575727
135,-0.00040730446698944434
135,0.0001417144699189521
135,0.554888807806492
135,0.00015075212149895378
135,0.36754538731292996
135,0.34836310042101104
135,-0.0009519002787783393
135,6.703423629612644
135,-0.00010110678385899519
135,0.01969233100862766
135,1.11396789662831
135,8.571063972340198e-05
135,0.007138653249512572
135,1.3262926410175169
135,0.6881412072216335
135,-1.9562327452149475e-05
135,-1.7935917639988475e-07
135,-0.0002128404348695767
135,-0.0017791262225728133
135,-2.439687159494497e-05
135,2.4362013515114995
135,-0.0011772955563174037
135,0.07463184826110592
135,0.24686524859316705
135,0.038375080423975305
135,0.0023040905280140578
135,-0.00023514872145824484
135,-9.289278523283429e-05
135,0.20561433371176463
135,2.3227673864312237e-05
135,0.005537946459753584
135,0.007762318038203375
135,-2.0018949726363644e-05
135,0.07155069009240833
135,1.2301607701128887
135,0.00012492510404626955
135,0.06789710799785098
135,0.029554453155469673
135,-6.748030000380822e-05
135,-0.0005619963535536954
135,-0.0002631187294355186
135,0.20701224194317547
135,-0.00022640154520559008
135,3.287014668257598
135,3.7154293750063516e-05
135,2.5157766211596027
135,2.08029578573678
135,-0.0016087735739347409
135,1.2645548270679683
135,0.5372950241912804
135,-0.0004981935981049901
135,0.04858850220398381
135,0.9141436676700323
140,-0.00022217747664399212
140,0.1166634813980636
140,-4.9785705868998775e-05
140,0.2732085208026547
140,-0.00040709514451009454
140,8.804008348306525e-05
140,0.001949358440015203
140,-0.00019996118453491363
140,-3.2373553949582856e-05
140,0.0002284031356794003
140,3.1455893620309325
140,-0.00018092390200763475
140,0.027352821612112166
140,-0.0010600445366435451
140,0.00010592896069283597
140,0.038719646584922884
140,-1.088595308829099e-05
140,-0.0009017940260491741
140,-2.159110317734303e-05
140,-0.0014372072478181508
140,-4.230199101584731e-05
140,-0.00011649954149106634
140,-0.0004286097891963436
140,0.00021938879444860504
140,-0.0007054178909129405
140,0.0009846372458923724
140,-2.806260727084009e-05
140,0.5449632099330302
140,-0.00010471050109117641
140,0.020491006168867898
140,0.6622026663708311
140,-0.0007966695384311606
140,0.000411776741657377
140,1.0015379814449261
140,0.6802860302555018
140,0.8052222226542654
140,-5.5253642130992375e-05
140,1.1991513527941606
140,0.40905914941504307
140,-0.0010559004326751165
140,-0.0002768109534372343
140,-7.439998671543435e-05
140,-5.5967278058233205e-05
140,-0.0014888381183482124
140,0.47014069792430746
140,-6.828681080151e-05
140,0.025662479630227608
140,-0.00035225284545958857
140,-5.6735942052910104e-05
140,-1.960049212357262e-05
140,0.015018736292859103
140,-0.0012275255667191232
140,0.21401388835556645
140,4.508238362177508e-05
140,3.3301843898079824
140,0.4827729481385177
140,-7.035757380435825e-05
140,-0.0006402834319487738
140,-9.289997251471505e-06
140,0.2963155123970864
140,0.24608200925922574
140,1.4281155355602095
140,0.06503731390375833
140,0.9189829191691388
140,-0.0011368283494448406
140,0.5030604681182922
140,-0.00019340069866302656
140,0.00042750008242364856
140,-1.552660569359432e-05
140,2.5733620533687827
140,0.07805665299292741
140,0.9688348741119626
140,0.30004752484501296
140,1.2718347534246277e-05
140,0.19960663225219832
140,-0.00011882751323355478
140,-0.00010971152096317383
140,1.2865986810015784
140,0.21591564021173326
140,-0.001271335077490221
140,0.016019093975501164
140,1.0359367644068698
140,-0.0012373674480841146
140,-0.0007875275578044239
140,-4.8607413646095665e-05
140,2.0903726181131788e-06
140,-0.002639434570028243
140,-0.00011538557555468287
140,-0.0004016751913695771
140,0.6645179684296636
140,0.042000886915047886
140,-0.0005720669373658893
140,0.14013741098005994
140,1.1630322764949597
140,0.26565892164126126
140,0.01294424168236219
140,-0.00013950440461485414
140,0.0364898724728846
140,-0.00024851930129443645
140,3.865369895690492
145,0.2093751077172783
145,-0.00012985478542759665
145,0.00039680478130321717
145,0.9733012502533711
145,0.08882875247445554
145,0.08148369413356704
145,9.328289388577105e-05
145,-6.764166755601764e-07
145,0.2262052537521413
145,-3.998944521299563e-06
145,9.226616612068028e-05
145,-0.00017343101717415266
145,0.4897494609463138
145,9.349698711957899e-05
145,0.00010452426704432582
145,0.5363410683130496
145,-8.311999408761039e-07
145,0.009043793356795504
145,0.022363725581271865
145,0.0002498692956578452
145,-0.0002118365359820018
145,2.777361396510969e-05
145,1.5092961743348496
145,-3.2884645406738855e-06
145,6.690216733190937
145,-0.0005381050491450878
145,1.2509573250436006
145,0.7400701123951876
145,0.03018184825350545
145,0.2821078043907619
145,-2.8297503376961686e-05
145,1.7048072334009703
145,6.961240478631225e-05
145,0.46831757578002
145,1.0550812593737646
145,0.5149273711012938
145,-0.0014951869643482496
145,0.908813257003203
145,2.5532512154313736e-05
145,-6.0903940720891114e-05
145,0.4445564522020504
145,-0.0006341407483887451
145,-2.9433443614834687e-05
145,-0.00019924308344343444
145,0.0014472047687377199
145,-0.0007005041707088822
145,0.1419415830118851
145,-0.00015525278968198108
145,-7.268927583936602e-05
145,0.010980418787312374
145,-0.0001249710121555836
145,1.688516881432406
145,1.2228765773306804
145,0.00041057225462282076
145,-0.001122006397054065
145,1.962923943210626e-05
145,-0.0003092515989919775
145,2.9460798290169805
145,-4.9489362027088646e-05
145,-5.4041655857872684e-05
145,1.0152470712855575
145,0.14660205162272177
145,0.8475210982724093
145,-0.0003199128882442892
145,-6.37338416709099e-07
145,0.016549644674796582
145,-0.00011720240172508056
145,6.232383898496664
145,0.010562466326064168
145,0.7638645240745063
145,4.399204963249758
145,-9.225795793099678e-05
145,-0.0005531749866349855
145,0.7644873377912518
145,0.2700096247181136
145,0.127214766427187
145,-6.49197227176046e-06
145,0.0162480161025087
145,-0.00019483839241729584
145,0.38299033507382774
145,2.3190137198980665e-05
145,0.17524497892463842
145,0.20100662062804986
145,0.05839656030184415
145,-3.620356937972247e-05
145,0.055966353741951025
145,-5.594283720711246e-07
145,-0.0009885966865113005
145,0.018883790526615485
145,1.9395497291980064
145,2.8723481935462587
145,-9.592214246367803e-05
145,1.9413065662984081
145,-0.00031597521774529014
145,0.8887676797430686
145,-7.655988383703516e-05
145,-2.9501309654733632e-05
145,0.2662307516452529
145,0.3406158373491053
145,-0.0002064455457002623
150,-8.770377417022246e-05
150,-0.0001896982853395457
150,-1.2102604159736075e-05
150,-0.0017157447018689709
150,1.9871998539729248
150,0.0048354747709709045
150,2.36347423635425
150,6.895730257383548e-05
150,-6.9311777224356774e-06
150,-0.0002894373642448045
150,0.68186145261825
150,0.12976275361825174
150,0.2700017966408268
150,-2.4652302272443194e-05
150,-4.16098091591266e-05
150,-0.0002720360116654774
150,-0.0005648991218549781
150,1.0410686977961632
150,0.33480663495902263
150,0.1584978349837911
150,-0.000748151730022073
150,-0.001192599421756313
150,0.24692446523977196
150,-5.701285090253805e-05
150,0.5204131955538287
150,-0.00040202349691753625
150,-0.0005560410950238293
150,2.3201046445565225
150,-1.3596938970295014e-05
150,5.817341347911224
150,0.08254881678567472
150,-0.0006859534273644385
150,-5.3903057505522156e-05
150,-0.0004577364584292809
150,-0.00021955516467642155
150,8.133451956382487e-07
150,2.4845262190910944
150,0.3651794816146321
150,1.1175495374786806
150,0.3763482594922607
150,-3.997099156549666e-06
150,2.4723550175090168
150,0.7452353817061521
150,0.30925400484420607
150,-0.0010542568611526804
150,-0.0004061955369252246
150,2.1000070161449003
150,1.7823648704506923e-05
150,-0.0010064666421385482
150,0.06958235758975206
150,2.9401302983401365
150,0.8287621020094775
150,2.449875989179418
150,-0.0002428797765787749
150,3.108167105332086
150,0.9743857862877121
150,0.6626113745892326
150,0.000127227022403531
150,-2.718217183428351e-05
150,-9.416541161044734e-06
150,0.27502561823621363
150,0.1740812264511078
150,-2.2756369162379997e-05
150,2.036087255001803
150,0.43276557654507997
150,0.7858059394561678
150,0.44280934517018977
150,4.610126307002247
150,8.00819179858081e-08
150,0.4984864690627546
150,0.09580761155393702
150,-0.0019441015570009768
150,0.0001510979423073877
150,0.035382108061185136
150,4.375315544782552
150,-0.00010113776033904287
150,0.1846869024248008
150,-7.549996280431515e-05
150,1.206125162704211
150,0.0018457232381479116
150,-0.000593497159115941
150,0.03907579150791207
150,-0.0007985449101397535
150,-0.00023627914106327808
150,0.0003772477721213363
150,-1.1012317372660618e-05
150,0.29798533777511693
150,0.19070260273929307
150,-6.374326267177821e-05
150,0.00011737115937648923
150,-0.00012123463238822296
150,0.8279206418069407
150,-0.00024321900536961039
150,1.0191998119771597
150,1.5983719607734201
150,-0.00011870799107782659
150,-0.0001556050974613754
150,-0.00010243341739624157
150,-0.00017440505826016306
150,-9.554283724355628e-05
