mass,test_statistic
110,0.07185079584223786
110,0.03326224492911933
110,7.236407327582128e-06
110,-9.862500064627966e-06
110,2.1494871849199626
110,-0.0010426236322018667
110,2.4205966459226147
110,0.20898790218643626
110,-4.988140744899283e-05
110,0.7756590642616175
110,-0.00044256868795855553
110,0.29208187064250524
110,-0.0007670442259950505
110,-1.487402641942026e-06
110,0.02221966296519895
110,0.06791121118885712
110,0.7769982982244983
110,1.841926060759306
110,0.18746037184746456
110,-0.0014959364311835088
110,0.015922112035241298
110,0.03055743622189766
110,2.3260030957317213e-05
110,0.06841841332516196
110,-3.737351789823151e-05
110,-0.0007224449336717953
110,0.018264250975789764
110,0.4109664736092782
110,-1.378174147248501e-06
110,-2.7666279947879957e-05
110,6.855669562355615e-05
110,-0.000612958783221984
110,-0.0003658476471173344
110,-0.00010327484596928116
110,-3.7266695471771527e-06
110,0.019961184348176175
110,3.280456439824775e-07
110,-3.995892711827764e-06
110,0.0008597723599450546
110,1.5244377209455706e-06
110,0.037057760834159126
110,-0.0001278709951293422
110,-0.0030595426583204244
110,-0.00020526432081169332
110,0.24647345958874212
110,0.00336561567382887
110,-6.125377331045456e-05
110,0.698008010153444
110,0.09453576313853773
110,0.2938936404584638
110,-0.0002758217096925364
110,0.00016811296745800064
110,-7.288247024916927e-05
110,1.2749715849913628
110,-0.0003552362804839504
110,1.28860556287691e-05
110,0.006906559724939143
110,-3.7709014577558264e-08
110,-0.0006407607957044092
110,-0.0007108722875273088
110,-0.00012340607418082072
110,-0.00029989386939632823
110,0.19746736439265078
110,-0.00027672170699588605
110,1.0162212637142147
110,0.12248817692943703
110,-1.7518193544674432e-05
110,1.5060291311915535
110,-0.0005892469334867201
110,-0.00032483359336765716
110,-4.9250544179813005e-05
110,0.17033186480693985
110,-0.00035019428378291195
110,0.013532773612496385
110,-8.841483349897317e-05
110,1.6406613851504517
110,0.00028251142566659837
110,0.07567477891780072
110,0.3804782363213235
110,-0.0002659851234056987
110,-1.9013341443496756e-06
110,0.14061365263069092
110,-0.0006266039476940932
110,-0.00019059095529883052
110,0.0005081312456240994
110,-2.953497642010916e-07
110,4.110305261590838
110,0.0005463366865114949
110,2.734016585965037
110,0.6999740494420621
110,0.5645780426580131
110,1.3785856596978192
110,1.7965746798631699
110,2.1754073713964317e-05
110,0.005339137061127985
110,1.28129952160225
110,-4.311154361857916e-05
110,-0.0006908539562573424
110,4.139245729038066
110,2.6414415443487087
115,-0.0006054261480130663
115,3.220223334210459e-05
115,0.00016105501117635868
115,3.680537819462188
115,-0.00011133495854664943
115,0.06238624065554177
115,0.0876102912047827
115,0.4497337354951014
115,-0.0001372644387629407
115,-0.00010833163196366513
115,3.9961993095985235
115,-6.591816600121092e-06
115,-7.743907872281852e-05
115,-1.7803467926569283e-06
115,-8.2692467913148e-06
115,-5.86484202358406e-06
115,-0.00022521969685840304
115,0.05049365018476237
115,-6.706041858706158e-06
115,1.8845214071916416e-05
115,-0.0004868217329203617
115,1.1359185037285897
115,0.6739505712280334
115,0.03893486390234102
115,-1.580374919285532e-05
115,2.832684322129353e-05
115,-1.833541182350018e-05
115,1.511362028721578
115,0.05018531612267907
115,-0.0012797682898053608
115,-0.0001753916681082046
115,0.00048822187272890005
115,-4.857588464801665e-07
115,-2.8813052722398425e-05
115,-2.572502398834331e-05
115,0.2045220336017337
115,1.5886936807469283
115,1.100197238909459
115,0.6550597828027094
115,1.3340220167197003
115,-6.864271017548162e-05
115,0.3518142944567444
115,2.5936486140658417
115,0.647430947009525
115,1.7381858649860078
115,-0.00026719587185652927
115,-3.404501057957532e-05
115,-7.796160389261786e-06
115,1.4862523664291984
115,0.05340331341994897
115,1.4520001912701446
115,0.13148617268916496
115,-4.77062358186231e-05
115,-0.00028837182026109076
115,-5.254375400909339e-05
115,3.1058666485669164
115,-0.0003200950823156745
115,-0.0021180143894525827
115,4.0415925468550995e-06
115,0.00016609154272373416
115,-2.6026086743513588e-06
115,-3.693032795126783e-05
115,7.579155862913467e-07
115,1.6505452254104966
115,0.10388508915048078
115,-2.6651158805179875e-05
115,0.027373922325750755
115,0.0001762257043083082
115,-2.233377017546445e-06
115,3.2588520051081105
115,1.1425901548750517
115,-0.0003174423436576035
115,-0.0005595836178144964
115,0.09269207940133128
115,2.001845950871939e-05
115,0.07383139323246724
115,-0.00018180753704655217
115,-0.002198403161855822
115,0.2564467962574781
115,0.797994738818943
115,0.36790798489846566
115,-8.799157512839884e-05
115,-0.00010871485528696212
115,-0.00024657095900693093
115,-5.361280909710331e-05
115,-0.00013944588636150002
115,0.029653796058028092
115,6.271775848286779
115,1.4074551927478751e-05
115,-1.8465350422047777e-05
115,0.808086522441954
115,0.3542724506742161
115,2.408657428532024e-05
115,0.22385026139363617
115,0.01853093150384666
115,1.5279514975427446
115,0.21248024790065756
115,-0.0002822796836881025
115,0.00015559100393147673
115,0.0015149273503993754
120,0.4589505591065972
120,1.6320919644122114
120,0.16728953049869233
120,3.180881780674099
120,-2.168614082620479e-05
120,1.332177943717852
120,0.22755682187289494
120,-8.376632649742533e-07
120,1.0414830191407418
120,0.020783146039775602
120,0.0011459655120233947
120,-0.0006048769464541692
120,-0.0002367838869758998
120,0.0639616691782976
120,0.7763598683291093
120,0.6972778615163406
120,0.029194675175403972
120,0.901274672173713
120,0.07318004721901161
120,-0.0018506660653656581
120,0.2828270944687574
120,0.0006172593666633475
120,-0.00017616967033973197
120,-0.00014669603160655242
120,-3.802744458880625e-05
120,-0.0003752882512344513
120,4.7479207587985
120,-9.191838307742728e-05
120,0.5914920519699081
120,-3.7141802295082016e-05
120,-0.0003206324308848707
120,0.0003979727662226651
120,0.0023071303271535726
120,0.06909151496938648
120,0.47362393136654646
120,3.775854896236069
120,5.125293079557196
120,-2.59879770965199e-05
120,-0.0007637630715180421
120,0.8958725029642665
120,-0.00013436790868581738
120,0.19905158192841554
120,-3.932148047169903e-06
120,1.0519306880078148
120,-1.1716547305695713e-06
120,0.04840813368355157
120,0.24452360619034152
120,3.17412632284686e-05
120,3.307846774216614
120,-0.0005720452631976514
120,0.032175860199913586
120,0.0915822304118592
120,0.05094896649416114
120,0.09302084483078943
120,2.1966549098215182
120,1.361524721189653
120,-5.701667396351695e-05
120,0.4734578297147891
120,-2.7272030820313375e-05
120,0.04599904121187137
120,2.9521643933012456
120,-0.0001226801505254116
120,0.0762915096179313
120,0.2829166287447151
120,0.2800056465666785
120,-0.00030295569376903586
120,-6.812107812947943e-05
120,0.5849048901404785
120,0.04737521669540001
120,0.10281498721633398
120,1.3025685802858789e-05
120,0.07956383871805883
120,-0.00023329758005274925
120,1.5794928294012607
120,0.5180269721972763
120,-1.3363205653149635e-08
120,1.8315136238275045
120,-0.0014433766705224116
120,1.781639721911688
120,-4.769360202772077e-06
120,-1.8088582237396622e-05
120,0.04639371810344528
120,0.00019828884387607104
120,2.9899892979301512e-06
120,1.2517668970049272
120,-0.0005217015168454964
120,-5.227090468906681e-05
120,-0.0016693536704224243
120,-0.0007104005999281071
120,-0.00016903187724892632
120,-0.001408095321039582
120,3.937461769965012e-06
120,-0.0017439136927350773
120,9.032443237346342
120,-0.0009138530122072552
120,0.06425411966301908
120,0.9480255817238685
120,0.044868393775686854
120,0.5342883114417418
120,0.6654350137987421
125,-7.186431776062818e-05
125,-0.00027500968099047896
125,-9.594909124643891e-05
125,5.284251983539434e-06
125,0.007867760272802116
125,-0.00015561004147457425
125,0.25072580767073305
125,0.4927247878340495
125,0.10982542359943182
125,0.3407749230987065
125,0.16935146122386868
125,3.0920914468879346e-06
125,-3.5880600535165286e-05
125,6.881722330403591
125,1.4940294341895424
125,-5.7182068758265814e-05
125,-5.034732566855382e-06
125,0.6992583524656766
125,-0.0001578179335410823
125,-0.0008583098242525011
125,1.9422935722541297
125,0.5993837050682487
125,-8.357164870176348e-05
125,-0.0004327699011810182
125,1.8342691541702152
125,0.39366737533509877
125,0.0003348931181790249
125,-6.195408059284091e-05
125,-0.0005010681093153835
125,0.2105468554991603
125,0.5654900412182542
125,-0.0009163102204183815
125,1.0513845535151631
125,-0.00018872584087148425
125,-4.661478669731878e-06
125,0.2263618585734548
125,-2.7377413971407805e-05
125,0.5354561395761266
125,2.9188671821839307
125,2.140489250587052
125,-0.001680523562754388
125,-0.0013639923495247785
125,1.1495948911033338e-05
125,3.1747652341450703
125,0.7677931470570911
125,-0.0005898250428799656
125,0.18611905489115088
125,5.409474943007808e-05
125,0.0001593942952240468
125,0.024326363950422092
125,0.2044876007403218
125,-0.0019034376350646198
125,0.08278466602223489
125,-5.3661218316847226e-05
125,-3.2360025670641335e-05
125,7.852955286580254e-05
125,-0.0008304874495479453
125,-0.00017949325911104097
125,-6.032801820765599e-05
125,1.4288976672105491e-05
125,0.014350008629207878
125,0.3867105744047876
125,0.008466392415357404
125,-0.00011293558554825722
125,-5.3947784635965945e-05
125,0.6003273673109106
