,mass,test_statistic
279,120,264.61792590024197
280,120,273.73899924684224
281,120,248.76532419839418
282,120,231.227279652506
283,120,273.15601844335606
284,120,309.2067920729585
285,120,211.5406345857907
286,120,250.95537206006088
287,120,289.470275606046
288,120,316.0817924443645
289,120,225.0074664923086
290,120,259.36226540288385
291,120,265.70502141812267
292,120,263.0335477192323
293,120,159.1573201101869
294,120,255.59264877417195
295,120,247.3953230925922
296,120,201.19483013287322
297,120,279.23860318676816
298,120,260.20109361335494
299,120,170.2099727977934
300,125,294.41895569336316
301,125,282.0327936642668
302,125,238.33070865569357
303,125,264.14546928062896
304,125,318.6314926914506
305,125,258.82089029237136
306,125,270.73731134463856
307,125,276.18745509861037
308,125,256.7040247916236
309,125,234.64255958145236
310,125,273.6038537089096
311,125,275.6459720917562
312,125,273.78995631697535
313,125,259.48473160911794
314,125,282.2463163288162
315,125,284.1568584208426
316,125,182.4613230688401
317,125,259.12777513025935
318,125,222.47988871459347
319,125,278.64201811622297
320,125,288.10025537153
321,125,289.33612362253416
322,125,313.91825050706575
323,125,256.5816726028322
324,125,287.93650456007185
325,125,226.8105317372142
326,125,174.45549665719318
327,125,235.56216695619582
328,125,298.7006570284734
329,125,271.12164329061306
330,125,280.61263642302424
331,125,247.35877426884122
332,125,254.69744226537796
333,125,264.37958829965237
334,125,269.2510381373263
335,125,325.0298801750946
336,125,264.67916725081886
337,125,220.88200242440485
338,125,250.48232866561148
339,125,335.67033725184797
340,125,315.05937009069225
341,125,264.1449324021198
342,125,279.07340764150194
343,125,216.47941999605814
344,125,258.0228620431742
345,125,307.4998103420269
346,125,287.29692813434235
347,125,306.63045500815633
348,125,259.8623475620684
349,125,286.5824087444944
350,125,243.10566650726514
351,125,261.8509196432842
352,125,248.89367869041143
353,125,311.2509943062596
354,125,270.92329951339207
355,125,239.61459643122248
356,125,320.1045723184852
357,125,261.02545547701493
358,125,315.40846845189435
359,125,283.41063474336624
360,125,295.52165822358575
361,125,299.26464105026844
362,125,248.96597512661447
363,125,337.48867710815875
364,125,259.013253653977
365,125,289.6612011663083
366,125,220.95360457242805
367,125,293.98854415876167
368,125,289.19556297264853
369,125,326.0375745430986
370,125,234.30126982452316
371,125,269.1497691221348
372,125,220.53020678273674
373,125,264.6919380223517
374,125,268.5728215610245
375,125,223.54609707419218
376,125,269.34759468683296
377,125,234.33190465766666
378,125,242.38240648024703
379,125,298.7998709996282
380,125,278.56401137781836
381,125,234.2722552862026
382,125,285.1237523643415
383,125,297.8075559393817
384,125,271.58591161631466
385,125,237.80775814202025
386,125,282.154436494189
387,125,304.7940641795308
388,125,209.70953634548664
389,125,231.9559426992796
390,125,232.53625494233415
391,125,268.4753811823691
392,125,220.63478677078137
393,125,247.65260456297392
394,125,241.1978613704814
395,125,275.5378907932318
396,125,260.26072681420396
397,125,202.25357323901517
398,125,286.30606014754085
399,125,291.16154168915637
400,130,256.3639102072434
401,130,216.81767435422853
402,130,284.43775852699036
403,130,264.920329534448
404,130,248.503146681546
405,130,254.38016828321088
406,130,289.84795621039484
407,130,358.5506627472548
408,130,204.23131132117624
409,130,314.01202762568437
410,130,319.5931490635187
411,130,272.9041207541022
412,130,282.37438227540724
413,130,283.48071552319084
414,130,327.06171550805584
415,130,354.1846422293629
416,130,343.6965304202902
417,130,278.25825665514435
418,130,328.5824053186818
419,130,264.1150827376573
420,130,280.53667203190366
421,130,188.508966340381
422,130,266.4927284071159
423,130,255.10072293924873
424,130,281.1656840361793
425,130,317.0479079746701
426,130,278.2221596476286
427,130,245.76170016078072
428,130,248.48975173138615
429,130,293.4105947441881
430,130,234.87129109550096
431,130,303.88305542871285
432,130,336.01200121774264
433,130,268.04782553914356
434,130,302.1241366635495
435,130,301.79831634207403
436,130,301.78480571136515
437,130,225.17930329171622
438,130,317.0066778986725
439,130,269.13353242041376
440,130,302.15414185482587
441,130,296.65093539391
442,130,312.09307489333946
443,130,287.96473514503964
444,130,237.2164595107431
445,130,276.6963363696377
446,130,278.0708637985115
447,130,283.59068912277667
448,130,246.03939143977686
449,130,345.3732070748433
450,130,302.7805234084824
451,130,273.23188045374286
452,130,208.40193938368157
453,130,235.20540840067565
454,130,228.5442386655675
455,130,269.7430735123387
456,130,267.366869115431
457,130,240.14269716230592
458,130,263.2376397872347
459,130,286.3281096486039
460,130,237.66013315964483
461,130,278.85951618401396
462,130,283.2470808420569
463,130,290.14251609616576
464,130,335.3089563876456
465,130,352.1127198447816
466,130,292.03336508200164
467,130,261.02683172406387
468,130,227.18269850551724
469,130,240.0854366774454
470,130,222.58822394080835
471,130,332.58565964064724
472,130,290.4473658775164
473,130,283.6484516349419
474,130,282.91062180349195
475,130,242.8261162993449
476,130,277.3216284003115
477,130,286.1921127304072
478,130,326.5033081013453
479,130,282.5536315251559
480,130,282.365961723041
481,130,271.2861460195097
482,130,327.0325724508509
483,130,245.58241846775968
484,130,279.3106702580187
485,130,271.72868309662454
486,130,271.1109654101449
487,130,322.8672679366068
488,130,290.83180270768366
489,130,256.57784346433573
490,130,311.7209687994148
491,130,350.4339420860242
492,130,287.57807634942014
493,130,374.94658681455985
494,130,267.00943650785507
495,130,259.4773451858605
496,130,325.2682153081332
497,130,275.79649032888165
498,130,272.86029766156526
499,130,307.5598878599267
500,135,307.2460034668495
501,135,272.84221172227535
502,135,247.64723704978428
503,135,221.7314187028503
504,135,251.15071450392293
505,135,245.19175443500035
506,135,284.8887613828085
507,135,251.8731514991955
508,135,263.03209436757925
509,135,270.199954046137
510,135,272.30089015059343
511,135,228.29115971415013
512,135,326.08541823058954
513,135,288.89407742754815
514,135,311.1466029836447
515,135,279.99364480814666
516,135,319.4977611797233
517,135,332.7094140496297
518,135,281.51078733507893
519,135,312.27022077431684
520,135,296.6164922744251
521,135,238.82194087293306
522,135,282.50602567697706
523,135,224.77130091078743
524,135,239.37204722935485
525,135,293.25162642151827
526,135,245.85561312886807
527,135,268.35221747814444
528,135,248.0744510965385
529,135,264.009243401463
530,135,302.75911822267904
531,135,267.5504016937598
532,135,279.2167460409198
533,135,269.2097726373247
534,135,253.00876885385196
535,135,253.39177665442935
536,135,274.38602364679514
537,135,275.83645349290373
538,135,231.80015280633165
539,135,324.6232956693689
540,135,307.31575062720844
541,135,306.6908964429783
542,135,249.4076454333922
543,135,317.541757226875
544,135,215.66450303681563
545,135,304.6108672869443
546,135,272.95878982826935
547,135,223.554907997692
548,135,256.754548797933
549,135,227.4273112703454
550,135,239.21853129136252
551,135,270.1823117284159
552,135,280.3694205300683
553,135,278.1225239566836
554,135,277.48300968024205
555,135,295.2901904589187
556,135,241.4041292467009
557,135,214.8448583293714
558,135,218.3208137240954
559,135,317.07408731390774
560,135,238.05389766686676
561,135,265.67314895884806
562,135,256.8957433091475
563,135,245.00516929605124
564,135,341.1891242982665
565,135,260.59233396953096
566,135,226.47724698165825
567,135,244.39649480177331
568,135,325.4460375506974
569,135,308.4336260011771
570,135,302.83499065647993
571,135,269.84038006958485
572,135,237.67217359193046
573,135,236.95730112927913
574,135,231.0087303045268
575,135,284.2964027010371
576,135,304.62267309947697
577,135,219.12265365643657
578,135,265.7384813632252
579,135,307.22334256662384
580,135,215.45520309377343
581,135,281.29499052462506
582,135,291.04522900329357
583,135,376.0334844892227
584,135,291.54234294096364
585,135,290.80589744485064
586,135,209.57606690192142
587,135,268.7256916784004
588,135,316.3794247053693
589,135,309.4683249008724
590,135,294.9187328423336
591,135,229.22406452739483
592,135,312.03281493837676
593,135,275.7169210441791
594,135,218.9124016471485
595,135,286.1444754220024
596,135,223.3395768252201
597,135,213.91673076536676
598,135,335.1323156481767
599,135,220.37001333354033
600,140,206.68289787064168
601,140,281.5213568119666
602,140,238.60690033427477
603,140,209.6835610033188
604,140,248.3927786240647
605,140,249.44932001474672
606,140,254.31577619070868
607,140,234.3028829934924
608,140,265.1773766431686
609,140,277.3472001319119
610,140,240.00774255822284
611,140,255.61748893897447
612,140,260.04839542278955
613,140,226.99778210251839
614,140,237.2034907176071
615,140,202.14687949843687
616,140,302.3844442670793
617,140,204.25509647585932
618,140,197.14385589669905
619,140,225.86888880950255
620,140,264.1341205760275
621,140,229.19268034046422
622,140,255.31152343358008
623,140,217.29120580609288
624,140,232.88969211698736
625,140,227.81901789266158
626,140,254.27778840964356
627,140,259.3453960614097
628,140,259.2008060062558
629,140,209.30687057429714
630,140,184.40484957182298
631,140,304.69209146584103
632,140,254.5445662399609
633,140,239.3298696703216
634,140,240.94842133706447
635,140,221.6031357956458
636,140,243.54501342536378
637,140,262.982922777898
638,140,292.09177743066925
639,140,171.30371658692138
640,140,253.9082790307025
641,140,256.9646651145772
642,140,223.86801242636284
643,140,341.7530401574984
644,140,259.9152680912009
645,140,243.38761257690498
646,140,251.1594851730208
647,140,202.5795367212429
648,140,232.30309055549446
649,140,292.84243104171173
650,140,220.9489481336102
651,140,255.50357110602704
652,140,210.95370457961326
653,140,213.97365798849933
654,140,278.1791182494301
655,140,244.16592178569567
656,140,238.2657358943111
657,140,327.9785008586423
658,140,250.44825261203073
659,140,192.23221593674361
660,140,256.736935695895
661,140,248.00839251253842
662,140,236.95274841204446
663,140,202.89159164407693
664,140,215.26816872752624
665,140,307.1440258947771
666,140,258.82554960460584
667,140,317.6009561181402
668,140,236.63505100629004
669,140,236.62373197313104
670,140,233.36014099666795
671,140,315.4248037704765
672,140,314.5208517676315
673,140,248.0321901152547
674,140,304.322079854049
675,140,202.13235251841456
676,140,275.0999995338998
677,140,293.21185290758785
678,140,267.40834713816184
679,140,205.77304031148333
680,140,261.05990157147016
681,140,252.34891869691683
682,140,311.27700912769114
683,140,211.618295912152
684,140,274.5170363654581
685,140,239.0839262441625
686,140,271.96110035605193
687,140,215.43434052849807
688,140,259.15516483072565
689,140,326.27398224540684
690,140,300.2335993916722
691,140,265.76325452378956
692,140,234.46157446036705
693,140,248.3709414104669
694,140,229.0687507217467
695,140,237.81268573902958
696,140,295.9292109638377
697,140,233.0623532550394
698,140,285.9947709562955
699,140,234.672321715444
700,145,229.87288352855148
701,145,221.3545836526589
702,145,222.09915211753605
703,145,193.88329169048757
704,145,227.22490770059494
705,145,196.64061366157694
706,145,213.39876474015045
707,145,196.2824874429475
708,145,231.3873709562381
709,145,175.54266714367304
710,145,186.69083110467568
711,145,246.40109473518805
712,145,197.85326050970934
713,145,183.46327463370517
714,145,212.46173629026748
715,145,227.6893973080139
716,145,227.25324289092418
717,145,221.9942242126665
718,145,166.4293397094143
719,145,203.28568386271763
720,145,220.3191063379454
721,145,245.16480692720984
722,145,202.04404403372587
723,145,205.74619713620382
724,145,209.71950829260754
725,145,234.0125412623206
726,145,212.3695599571622
727,145,198.67741893646235
728,145,193.25365145751084
729,145,182.55346320772514
730,145,214.77409414331373
731,145,178.08839367512155
732,145,157.89560641348453
733,145,201.3998085907906
734,145,212.53847483472464
735,145,233.61197868239788
736,145,151.94032527365107
737,145,201.81726911598003
738,145,202.5655802960339
739,145,218.34699278659878
740,145,205.9827675401823
741,145,161.97633790551936
742,145,229.4843678319112
743,145,227.97639670857234
744,145,169.3647150778561
745,145,211.49294981998514
746,145,200.4072207722345
747,145,219.93844438086808
748,145,210.0197201485878
749,145,191.60837267364855
750,145,219.49476267731188
751,145,218.35477475054836
752,145,264.2475248105461
753,145,194.03533673185052
754,145,208.217275826712
755,145,190.5516254296938
756,145,190.2701549175938
757,145,217.0563641697422
758,145,215.84935402019028
759,145,202.1693764821573
760,145,200.6017630251938
761,145,169.61935898854244
762,145,228.21930435468335
763,145,232.63443125747608
764,145,233.52278644967782
765,145,184.47653211360716
766,145,250.78987500508424
767,145,258.2162617434826
768,145,214.1180093284263
769,145,212.68514130218978
770,145,255.09325706844356
771,145,204.63911808025114
772,145,201.34403132056468
773,145,185.44393584769296
774,145,197.34271654245958
775,145,196.83019503755008
776,145,244.01186826364847
777,145,159.72445671392097
778,145,188.27396896477694
779,145,236.48553144056086
780,145,223.8178320983975
781,145,247.42996416502092
782,145,256.4890611699625
783,145,191.13691337920227
784,145,159.4469147586442
785,145,244.07946670431465
786,145,189.9292882985876
787,145,243.03898632515325
788,145,229.3116916559793
789,145,281.49052804181474
790,145,250.79735210113904
791,145,204.84013298158948
792,145,202.85293608040502
793,145,184.43564972181684
794,145,153.9630306153167
795,145,228.32885738037953
796,145,217.67739432106805
797,145,220.2996007229574
798,145,237.28866101541303
799,145,191.48094777275173
800,150,130.46871461745673
801,150,129.91345113145212
802,150,167.24774006600478
803,150,150.54449355713018
804,150,151.06466075203343
805,150,138.62735601247778
806,150,204.32870623869007
807,150,158.61643597461693
808,150,176.21513780019177
809,150,153.86753080237554
810,150,166.52327361680227
811,150,153.51090240187182
812,150,118.55693839242531
813,150,140.22968843062017
814,150,136.45507319574904
815,150,143.83206233637566
816,150,173.95839534434458
817,150,176.82314657441793
818,150,172.8412010112918
819,150,140.48034145064776
820,150,111.17607936547324
821,150,182.73074833020337
822,150,113.71032013473587
823,150,168.37481858044225
824,150,136.45184796285298
825,150,177.5614375595867
826,150,150.80695985269358
827,150,143.05959627921266
828,150,180.6130849083811
829,150,148.95174582627988
830,150,150.95050881725
831,150,174.7603539308161
832,150,188.610246889393
833,150,133.62579704022846
834,150,117.74169172982897
835,150,159.20483722085942
836,150,179.395429306692
837,150,120.23336659850384
838,150,153.76451479981915
839,150,103.6950101440284
840,150,172.01812404347697
841,150,138.43302925646253
842,150,137.30231765756798
843,150,134.87850233962104
844,150,164.0028577020339
845,150,180.29959670933658
846,150,151.13343589978308
847,150,122.80748733190103
848,150,132.73946850878474
849,150,143.62573819255022
850,150,202.13076465713493
851,150,157.52875677697557
852,150,154.28481654463303
853,150,144.64748508250932
854,150,165.97711058560162
855,150,152.58783012940125
856,150,134.71985263589954
857,150,191.90088819454513
858,150,149.6575762020857
859,150,173.0915063637899
860,150,168.61245770830897
861,150,177.8465396600543
862,150,150.0158560735381
863,150,198.6537552065729
864,150,116.45039770930384
865,150,129.22229885065462
866,150,149.34909375954953
867,150,162.07291112299004
868,150,178.75285870739253
869,150,179.002923301
870,150,170.04274214440147
871,150,171.95218249887103
872,150,133.1457070766337
873,150,154.2651357784241
874,150,182.4470556694298
875,150,146.5435437275164
876,150,172.08381842314702
877,150,157.36000589153718
878,150,137.8043448442038
879,150,106.39779226345263
880,150,155.0655244216639
881,150,160.52563750607897
882,150,155.38908687657067
883,150,132.81593838803246
884,150,198.37984412859805
885,150,168.20516909907155
886,150,202.3983172719868
887,150,156.55350803541046
888,150,124.59178692363048
889,150,183.96632037072982
890,150,147.65934047153928
891,150,145.30631237691045
892,150,122.24000979943594
893,150,159.23935160782662
894,150,161.67747412601057
895,150,174.8745456297429
896,150,168.487481527108
897,150,134.03232602679395
898,150,179.2446466370916
899,150,155.0788604588456
